标题,阅读量,评论,时间
券商发令枪一响，整个大盘听指挥，他成指挥官了,122,0,2023-08-17 02:22
空仓中，回来看看是不是我踏空了,117,0,2023-08-17 02:08
关于美腾科技三季度股价走势的判断,1297,3,2023-08-08 09:08
2022/11/28缺口3766---3736，快点下去补上，就可以放心了,122,0,2023-08-17 01:36
保险银行证券领跌，还有什么希望？,134,0,2023-08-17 01:25
人民币贬值之下，一只空间巨大的机会个股,2697,8,2023-07-04 09:37
看一下各板块k线图，大盘指数涨跌，基本就判断清楚了，很多板块，都跌破所有均线，只,211,0,2023-08-17 01:22
北向还是用脚投票，媒体刚才还满屏涨停呢！,136,0,2023-08-17 01:20
灵活性、低功耗、并行计算优势铸就不可替代性563050央企科技里的公司是未来数,159,0,2023-08-17 11:56
意外降息15BP！利好啥？,2436,5,2023-08-15 03:45
沪深300或可作为组合中的核心标的力争把握科创板50ETF(SH588080),161,0,2023-08-17 11:48
伴随着AI需求增多563050央企科技产品占比有望提升，或成公司业绩强驱动力。,116,0,2023-08-17 11:47
历经2019-2021年的医药板块行情医药ETF(SH512010）板块的成长,160,0,2023-08-17 11:46
转发,103,0,2023-08-17 11:46
无语了,522,2,2023-08-17 09:16
经历过去两年的深度调整后，只要医药新能源等赛道企业能够保持竞争力，科创板50E,124,0,2023-08-17 11:36
成交量维持低迷，做好仓位管理还是首要，多看少动耐心等待趋势转折后的机会，510,109,0,2023-08-17 11:22
国内地面电站启动+海外需求向好组件8月排产环比增加10-15%，我们预计Q3组,94,0,2023-08-17 11:14
人口老龄化带来刚需增长与医疗保健消费意愿提升促进医药ETF(SH512010）,153,0,2023-08-17 11:06
券商今天必倒，期指主力只能拉茅台宁德，可笑这两货泥菩萨过河，自身难保。,152,0,2023-08-17 11:02
全国一体化数据中心体系完成总体布局设计随着“东数西算”工程全面实施，智算中心建,117,0,2023-08-17 11:00
拉动消费才能稳住地产，促进经济数字化、信息化的高质量发展,136,0,2023-08-17 10:58
科创赛道作为战略新兴行业的发展重点未来投融资需求会在政策的支持下进一步发展，值,140,0,2023-08-17 10:55
今天是券商的跳崖日，会有很多跌停板。,103,0,2023-08-17 10:49
近期地产政策放松，竣工、二手房交易已有回暖迹象地产回暖将有助于家电板块估值提振,146,0,2023-08-17 10:38
赚钱效应比拉动地产强多了，市场将会逐步活跃起来,164,0,2023-08-17 10:30
医疗服务细分赛道齐头并进，渗透率/手术率提升推动专科医疗规模扩张医药ETF(S,138,0,2023-08-17 10:25
沪深300指数近5日资金净流入超144亿元，连续3日居净流入首位,463,0,2023-08-17 10:23
好像要证明你行，但能行多久呢？,135,0,2023-08-17 10:22
算力资源作为数字经济发展的重要底座数字化新事物、新业态、新模式推动人工智能ET,126,0,2023-08-17 10:19
对于一个赛道或者主题的判断并不局限于当下而是更侧重他们未来3-5年或者更长时间,139,0,2023-08-17 10:09
强烈建议取消印花税！严格控制新股IPO高溢价发行及再融资！严格规范限制大股东清仓,243,0,2023-08-17 08:55
赶紧出做空etf，,131,0,2023-08-16 11:56
继续探底,1288,1,2023-08-16 08:19
要变盘了，必须是向上！美国人无所不用其极，忍无可忍无需再忍！,148,0,2023-08-16 06:47
自从证券拉升，股市就开始4000股下跌，每天如此,115,0,2023-08-16 06:43
北上资金疯狂逃跑，抛压太大了，这也是导致a股和港股回调的重要原因,1100,14,2023-08-15 10:30
A股市场下探空间有限？看图说话，孤注一掷,431,1,2023-08-16 05:39
在成本线附近摩擦，还没有亏，今天应该把这个月仓位加上的，看的时候已经收盘了，明天,125,0,2023-08-16 05:45
黄哥价值派：42%！A股将创2023年新低？沪深300指数跌了7个月！,1283,0,2023-08-16 05:36
30万实盘之八月十六日,498,3,2023-08-16 03:26
买这个也好，比有些股一动不动强多了吗[大笑],115,0,2023-08-16 04:06
明天会现买点,844,0,2023-08-16 03:36
给大家看看沪深300和上证50中信的空单[微笑],408,1,2023-08-16 02:57
【异动提醒】沪深300连跌4天,860,0,2023-08-16 03:11
能不能不放烟雾弹害散户了,97,0,2023-08-16 03:02
股市至暗时刻,108,0,2023-08-16 03:01
今天敢买券商，地产股，都是勇士，,142,0,2023-08-16 02:52
科技股没有止跌迹象，如果大金融补跌，大盘不知道底在哪里，很多板块笨熊去了，直奔年,136,0,2023-08-16 02:50
成交量枯了，收入少了，又该喊话了,107,0,2023-08-16 02:43
明明就是熊市来了，上面怕大家恐慌，所以鼓吹利好，，，现在唯一能做的就是保住剩余本,137,1,2023-08-16 10:36
又怎么搞货，什么情况,92,0,2023-08-16 02:08
医疗反腐行动对医药行业诊疗和经营秩序的改善并不会冲击诊疗量，相反，会进一步提高,140,0,2023-08-16 01:54
目前全国和地方性药品器械集采已经进入第五个年头覆盖面已经很大，前期对集中采购过,125,0,2023-08-16 01:53
随着市场热度的提升和赚钱效应显现有望加速居民超额储蓄释放出的流动性，科创板50,124,0,2023-08-16 01:46
医药反腐利于医药行业销售费用率下降、净利润率提升利于真创新公司脱颖而出，看好医,157,0,2023-08-16 01:40
什么东西,102,0,2023-08-16 01:38
随着监管端的进展和明确，我国生成式人工智能生态有望进入加速状态人工智能ETF1,122,0,2023-08-16 01:33
整个数据要素行业呈现低层数商向上拓展业务实现增值规范性更强的趋势。立足未来1-,119,0,2023-08-16 01:26
沪深300作为国内市场代表性最高的指数之一与经济总量相关性较高，认为沪深300,205,0,2023-08-16 01:20
人工智能算力设施建设仍受到高度关注海外云厂商有望将资本开支集中于模型训练和推理,116,0,2023-08-16 01:12
需求端的创新体现在AI应用的兴起其中最核心的是以GPU/CPU/NPU/ASI,88,0,2023-08-16 12:52
计算机板块上半年整体呈现弱复苏，下半年有望加速或将进一步催动人工智能ETF15,114,0,2023-08-16 12:41
主力资金分歧加大，拉大金融，三桶油三大通讯还在跌，券商股内部分化严重，高位券商股,114,0,2023-08-16 12:29
10%股息率的四大行，值得买入吗？,10139,28,2023-07-19 10:20
乡村振兴、数字经济、战略性新兴产业等领域或迎增量机会沪深300里面包含了参与以,117,0,2023-08-16 12:11
券商板块时隔九个交易日终于超越八月3日的高点，完成主力最后心愿。那一天是周四，埋,165,0,2023-08-16 11:38
美股也在做双顶趋势，今年市场不好做，当A股成为全球价值洼地和高质量代表的时候，中,281,2,2023-08-15 10:32
（含本周定投帖）沪深300ETF突破900亿元!,770,1,2023-08-02 08:26
这市场就是这样，给颗糖吃煽两嘴巴。,98,0,2023-08-16 11:13
波动之下的财富密码，理财替代值得你pick！,487,0,2023-08-16 09:24
超预期降息，为啥市场不领情？,429,1,2023-08-16 08:36
超预期降息,282,0,2023-08-16 08:50
暴力反弹不到位，依旧视为做卖点,474,1,2023-08-16 07:30
考验大家的时刻又到了,1357,3,2023-08-13 09:01
今天拉高平多单行为由国泰君安主导，拉券商行为持续到下午13：30，随后暴跌破新低,143,0,2023-08-16 11:18
涨是不可能了，目的就跌慢一些让外资，大户，先跑,97,0,2023-08-16 10:59
一天之内央行两次降息，存量房贷有望再次下调！,1880,0,2023-08-16 02:04
别再研究降息降税了，不以“民”“生”为主的皆是废纸！,1329,2,2023-08-15 10:52
沪深300（2023.08.16市场展望）,361,0,2023-08-15 11:17
明天开盘加码做空，目标3500,120,0,2023-08-15 09:08
降息了,1388,0,2023-08-15 08:07
A股会取消印花税吗？历史上降低印花税，A股市场怎么走？,492,0,2023-08-15 05:57
15分可能还有一次下杀,547,2,2023-08-15 04:24
意外降息15BP！利好啥？,461,0,2023-08-15 04:07
30万实盘之八月十五日,577,1,2023-08-15 03:37
任何反弹都只是为了更好的下跌。今天降息再加下午小作文降印花税，都是反弹的噱头，明,231,0,2023-08-15 03:28
随着新冠疫苗影响出清，医药ETF(SH512010）板块需求恢复性提升国内疫苗,159,0,2023-08-15 03:23
国内市场国产替代大势所趋科创板50ETF(SH588080)板块海外市场空间广,146,0,2023-08-15 03:20
科创产业需要更多的支持，现在政策层面的助力源源不断我认为588023科创成长5,185,0,2023-08-15 03:17
2023 年二季度伴随院内复苏有望实现批签发和销售量的恢复持续关注下半年医药E,189,0,2023-08-15 03:16
开始狂买沪深300,149,0,2023-08-15 03:12
588023科创成长50ETF的科研含量是所有板块里非常高高的从投资者角度，像,176,0,2023-08-15 02:59
近期预期政策刺激复苏带来了顺周期行情演绎医药ETF(SH512010）板块的医,164,0,2023-08-15 02:55
你以为的反攻其实是想把你最后一块钢镚给拿走,145,0,2023-08-15 02:47
7月人工智能板块继续调整，年初至今累计涨幅依然领先超前布局人工智能ETF159,169,0,2023-08-15 02:42
今年收益近20%，低波策略指数大合集来了~,494,0,2023-08-15 02:39
AI相关板块有所调整，受益于政策和预期转暖的行业市场表现有望转好人工智能ETF,120,0,2023-08-15 02:39
大部分蓝筹股PE处于近三年中位数以下水平整体估值依然处于较低区域，适合中长期布,107,0,2023-08-15 02:21
从价值的角度来看，整体科创板的性价比尚可相对估值比较便宜，但其中公司良莠不齐，,101,0,2023-08-15 02:16
↓↓↓！！！,85,0,2023-08-15 02:09
大金融上窜下跳，成交量估计今天还要萎缩,105,0,2023-08-15 02:06
回光返照,92,0,2023-08-15 02:00
这两天，应该很难跌下去了，可惜今天加仓有点早[滴汗],117,0,2023-08-15 02:00
整体上我认为医药短期回避反腐影响，中长期看好创新发展，前医药赔率和胜率都很不错,137,0,2023-08-15 01:57
牛逼！大V出手了,110,0,2023-08-15 01:47
这还让我们怎么信仰？,124,1,2023-08-15 01:26
随着能源革命深入推进，我国可再生能源发展实现新突破装机总量历史性超过全国煤电装,103,0,2023-08-15 01:39
论技术沪深300指数要跌到3100点，之后慢涨到9500点。,140,0,2023-08-15 01:29
北向又近-100亿了！,105,0,2023-08-15 01:17
主要受益于资本市场回暖背景下，金融资产处置收益金融工具公允价值变动收益同比增加,95,0,2023-08-15 01:15
跌停？[鼓掌][鼓掌][鼓掌],120,0,2023-08-15 01:01
新能源汽车越来越普及了这就加速了车载芯片用量显著提升，利好重芯片的588023,115,0,2023-08-15 01:00
取消印花税,1020,1,2023-08-15 08:53
就这点成交量，还想涨，难啊,130,0,2023-08-15 10:56
信托暴雷了,1504,2,2023-08-14 08:39
外围已企稳反弹，主力今天上午洗盘已经没多大势能了 。继续定投，拿稳即可。十,157,1,2023-08-15 10:14
大家别谎，让外资先跑,105,0,2023-08-15 10:04
宽基指数周报|经济或见底，但向上弹性不足,501,0,2023-08-15 09:50
还是保险银行证券，大金融，真拉指数,135,0,2023-08-15 09:39
今天 无论涨跌，继续分批定投，拿稳即可。,114,0,2023-08-15 09:31
香港政府和协会酝酿撤销股票印花税，这是一个重大潜在利好，相信未来就可能通过。A股,2982,18,2023-08-14 12:29
理财就是向成功的人学经验，向失败的人学教训的过程，反正我在3800点左右买够，就,179,0,2023-08-15 07:45
黄哥价值派：46%！香港证券业撤销印花税？A股有没有活跃牛？,1939,1,2023-08-14 04:36
沪深300（2023.08.15市场展望）,330,0,2023-08-14 11:55
转发,115,0,2023-08-14 11:44
为何大跌？更重要的是，后市怎么投？,386,0,2023-08-14 06:41
这次是真的到底了吗，上午收盘亏了5000，到下午收盘也就亏1000多块感觉问题不,449,4,2023-08-14 03:43
新低；随时反弹,1630,0,2023-08-14 06:44
$沪深300(SH000300)$,126,0,2023-08-14 05:53
市场轮动太快，如何用ETF把握投资机会？,336,0,2023-08-14 04:34
30万实盘之八月十四,613,2,2023-08-14 03:35
行业业绩符合预期，医药ETF(SH512010）行业增速表现亮眼下半年有望保持,164,0,2023-08-14 04:00
在改革创新的大背景下人工智能ETF159819行业具有巨大的发展潜力，当前节点,147,0,2023-08-14 03:58
根据日月光23Q2业绩发布会市场景气度方面，客户晶圆库存处于初步下降阶段，库存,139,0,2023-08-14 03:46
短期内未受影响的成熟工艺是国内晶圆厂扩产主力中长期看好存储和逻辑先进制程打开成,114,0,2023-08-14 03:41
牛市需要什么条件，现在具备吗？,1453,3,2023-08-12 04:03
股指继续下跌验证了上半年的预期，下跌还有很大空间，股民朋友们趁现在口袋有钱抓紧到,212,0,2023-08-14 03:26
金融数据阶段性走弱投资者对经济复苏的节奏和幅度显现更多观望态度，市场信心尚处于,121,0,2023-08-14 03:19
市场震荡，下半年A股抓住主线行情！,841,1,2023-08-09 03:02
本轮供给端的见底体现在库存的下降需求端的创新体现在AI应用的兴起，其中最核心的,106,0,2023-08-14 03:11
快到两点了，不到六千亿，玩吧,169,2,2023-08-14 01:59
券商任务完成，明天暴跌。半条腿在门外的茅台届时会来掩护。,152,0,2023-08-14 03:08
人工智能ETF159819板块迈入快速发展新阶段或将迎来新一轮的周期到来，值得,104,0,2023-08-14 02:54
作为A股热门主流赛道人工智能ETF159819板块一直不乏关注度，市场未来还有,118,0,2023-08-14 02:53
建议立即关停股指期货交易！停止期权交易！停止量化交易！股票交易实行T十O！,348,2,2023-08-12 04:18
明天反弹补缺口？最好是补上，不补，就麻烦了,108,0,2023-08-14 02:32
周一反弹到14：55分，券商再表现一下。,157,1,2023-08-14 01:39
白天亚太股市跌，晚上欧美跌，不让人活了，,116,0,2023-08-14 01:38
完了，久盘必跌，要破位了,165,0,2023-08-14 01:33
医药ETF(SH512010）所处赛道发展空间广阔行业未来有望通过新品开拓叠加,120,0,2023-08-14 01:33
主要就是成交量太少，深套的躺平了，,82,0,2023-08-14 01:30
证券上窜下跳，主力资金出不来急了，首创证券换手率超过百分之四十了，大盘跟着波动，,90,0,2023-08-14 01:27
就差两个点补缺，就不补，逗你玩,95,1,2023-08-14 09:49
从盘面上来看，人工智能ETF159819板块相关产业链标的延续反弹态势长期看好,137,0,2023-08-14 01:21
数字经济主线牛不会结束行情没完没了的,125,0,2023-08-14 01:20
极速下跌洗牌，  都是主力洗牌逼着散户割肉交出低价筹码的惯用套路，每当这个时候,227,0,2023-08-14 11:34
